ensembl_gene_id;log2FoldChange;pvalue;padj;length;symbol;entrezgene;description;PR661W_Vec;PR661W_TRPM1;PR661W_TRPM1.norm.count.mean;PR661W_Vec.norm.count.mean;baseMean
ENSMUSG00000040152;0,377614336;6,33485E-05;0,007011091;6073;Thbs1;21825;"thrombospondin 1 [Source:MGI Symbol;Acc:MGI:98737]";533,8299944;693,5475053;693,5475053;533,8299944;613,6887499
ENSMUSG00000022708;0,321655803;6,41042E-05;0,007036096;30730;Zbtb20;56490;"zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]";787,2348484;983,8578515;983,8578515;787,2348484;885,54635
ENSMUSG00000024140;0,950167574;7,47248E-05;0,008134595;5590;Epas1;13819;"endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]";57,56755707;111,226108;111,226108;57,56755707;84,39683254
ENSMUSG00000058056;0,275897174;7,55799E-05;0,008160782;10292;Palld;72333;"palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]";1128,515413;1366,346409;1366,346409;1128,515413;1247,430911
ENSMUSG00000029126;-1,654998958;8,06825E-05;0,008641488;3215;Nsg1;18196;"neuron specific gene family member 1 [Source:MGI Symbol;Acc:MGI:109149]";39,63373867;12,58521711;12,58521711;39,63373867;26,10947789
ENSMUSG00000023944;-0,130633737;8,38798E-05;0,008912065;2999;Hsp90ab1;15516;"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]";2133,227699;1948,554426;1948,554426;2133,227699;2040,891063
ENSMUSG00000037254;1,714103701;9,37693E-05;0,00988373;3315;Itih2;16425;"inter-alpha trypsin inhibitor, heavy chain 2 [Source:MGI Symbol;Acc:MGI:96619]";12,61345228;41,38382204;41,38382204;12,61345228;26,99863716
ENSMUSG00000001016;-0,448299879;9,59395E-05;0,010032856;8580;Ilf2;67781;"interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]";301,5870461;221,0349619;221,0349619;301,5870461;261,311004
ENSMUSG00000025969;-0,293183297;9,98424E-05;0,010359428;11842;Nrp2;18187;"neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]";602,8154159;491,9572708;491,9572708;602,8154159;547,3863433
ENSMUSG00000043067;-0,283516512;0,000107953;0,011114177;6350;Dpy19l1;244745;"dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]";630,254158;517,8079871;517,8079871;630,254158;574,0310725
ENSMUSG00000021388;1,493666151;0,000114398;0,011687028;2354;Aspn;66695;"asporin [Source:MGI Symbol;Acc:MGI:1913945]";17,63492143;49,66058645;49,66058645;17,63492143;33,64775394
ENSMUSG00000097971;-0,432119702;0,000117245;0,01188654;3329;Gm26917;;"predicted gene, 26917 [Source:MGI Symbol;Acc:MGI:5504032]";312,5266753;231,6360231;231,6360231;312,5266753;272,0813492
ENSMUSG00000072845;2,522087673;0,000121928;0,012255091;5715;Tmprss11a;194597;"transmembrane protease, serine 11a [Source:MGI Symbol;Acc:MGI:2684853]";4,184557627;24,03663089;24,03663089;4,184557627;14,11059426
ENSMUSG00000027580;0,739996702;0,000122726;0,012255091;11529;Helz2;229003;"helicase with zinc finger 2, transcriptional coactivator [Source:MGI Symbol;Acc:MGI:2385169]";98,87511878;165,138457;165,138457;98,87511878;132,0067879
ENSMUSG00000027978;1,794985555;0,000130466;0,01293072;2602;Prss12;19142;"protease, serine 12 neurotrypsin (motopsin) [Source:MGI Symbol;Acc:MGI:1100881]";10,70051165;37,13205951;37,13205951;10,70051165;23,91628558
ENSMUSG00000005413;0,615436082;0,000132614;0,012993463;1751;Hmox1;15368;"heme oxygenase 1 [Source:MGI Symbol;Acc:MGI:96163]";151,8994419;232,7131363;232,7131363;151,8994419;192,3062891
ENSMUSG00000022797;-0,369526486;0,000133056;0,012993463;6185;Tfrc;22042;"transferrin receptor [Source:MGI Symbol;Acc:MGI:98822]";398,1307685;308,1677488;308,1677488;398,1307685;353,1492587
ENSMUSG00000027706;0,452559502;0,000146097;0,014162846;4343;Sec62;69276;"SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526]";311,6897638;426,5368179;426,5368179;311,6897638;369,1132909
ENSMUSG00000026896;1,096211889;0,000150964;0,014464391;8165;Ifih1;71586;"interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]";37,12300409;79,36623406;79,36623406;37,12300409;58,24461907
ENSMUSG00000071866;-0,242883373;0,000151385;0,014464391;3508;Ppia;268373;"peptidylprolyl isomerase A [Source:MGI Symbol;Acc:MGI:97749]";773,4855876;653,6376276;653,6376276;773,4855876;713,5616076
ENSMUSG00000046186;1,671992864;0,000156938;0,014887785;6900;Cd109;235505;"CD109 antigen [Source:MGI Symbol;Acc:MGI:2445221]";12,61345228;40,19332853;40,19332853;12,61345228;26,4033904
ENSMUSG00000028763;0,281766143;0,000159471;0,015020802;14307;Hspg2;15530;"perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]";974,5236919;1184,711114;1184,711114;974,5236919;1079,617403
ENSMUSG00000026068;-2,433619665;0,000162657;0,015212969;6752;Il18rap;16174;"interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]";22,35749361;4,138382204;4,138382204;22,35749361;13,24793791
ENSMUSG00000003814;0,247256589;0,000173246;0,016090098;2880;Calr;12317;"calreticulin [Source:MGI Symbol;Acc:MGI:88252]";1339,895352;1590,38595;1590,38595;1339,895352;1465,140651
ENSMUSG00000019916;0,443187808;0,000174541;0,016097725;4114;P4ha1;18451;"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]";320,0588791;435,1537233;435,1537233;320,0588791;377,6063012
ENSMUSG00000029838;0,955269524;0,000176972;0,016209459;3433;Ptn;19242;"pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]";50,93204426;98,75427124;98,75427124;50,93204426;74,84315775
ENSMUSG00000017144;0,569526516;0,000179933;0,016367709;4432;Rnd3;74194;"Rho family GTPase 3 [Source:MGI Symbol;Acc:MGI:1921444]";175,4525234;260,3779379;260,3779379;175,4525234;217,9152306
ENSMUSG00000021091;0,549965709;0,000203306;0,01827468;2064;Serpina3n;20716;"serine (or cysteine) peptidase inhibitor, clade A, member 3N [Source:MGI Symbol;Acc:MGI:105045]";187,5279611;274,5504797;274,5504797;187,5279611;231,0392204
ENSMUSG00000074896;1,242073186;0,000204477;0,01827468;1745;Ifit3;15959;"interferon-induced protein with tetratricopeptide repeats 3 [Source:MGI Symbol;Acc:MGI:1101055]";26,12359547;61,79228223;61,79228223;26,12359547;43,95793885
ENSMUSG00000027656;0,734599832;0,000205024;0,01827468;1924;Wisp2;22403;"WNT1 inducible signaling pathway protein 2 [Source:MGI Symbol;Acc:MGI:1328326]";94,03298782;156,4648614;156,4648614;94,03298782;125,2489246
ENSMUSG00000000787;-0,196224947;0,000208607;0,018470054;5277;Ddx3x;13205;"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked [Source:MGI Symbol;Acc:MGI:103064]";1035,558454;903,8680256;903,8680256;1035,558454;969,7132397
ENSMUSG00000031209;-1,651714638;0,000211829;0,018631129;7662;Heph;15203;"hephaestin [Source:MGI Symbol;Acc:MGI:1332240]";35,09050467;11,16796294;11,16796294;35,09050467;23,1292338
ENSMUSG00000068220;-0,282064339;0,0002143;0,018724474;903;Lgals1;16852;"lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]";580,8165986;477,6713487;477,6713487;580,8165986;529,2439737
ENSMUSG00000025403;-0,397955522;0,00021688;0,018826032;3109;Shmt2;108037;"serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989]";330,1615968;250,570539;250,570539;330,1615968;290,3660679
ENSMUSG00000075254;0,616227403;0,000220749;0,019037434;12728;Heg1;77446;"heart development protein with EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:1924696]";141,4978272;216,8965796;216,8965796;141,4978272;179,1972034
ENSMUSG00000027996;0,58106752;0,000223567;0,019156088;2153;Sfrp2;20319;"secreted frizzled-related protein 2 [Source:MGI Symbol;Acc:MGI:108078]";162,4206153;242,9740566;242,9740566;162,4206153;202,6973359
ENSMUSG00000026131;-0,248935024;0,000233193;0,019638146;41155;Dst;13518;"dystonin [Source:MGI Symbol;Acc:MGI:104627]";701,6905346;590,4847814;590,4847814;701,6905346;646,087658
ENSMUSG00000022283;-0,155567689;0,000233478;0,019638146;6540;Pabpc1;18458;"poly(A) binding protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1349722]";1449,112306;1300,982647;1300,982647;1449,112306;1375,047476
ENSMUSG00000031561;0,569813281;0,000233629;0,019638146;10237;Tenm3;23965;"teneurin transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1345183]";169,1159075;251,0240603;251,0240603;169,1159075;210,0699839
ENSMUSG00000028364;0,306148756;0,000245061;0,020469542;7772;Tnc;21923;"tenascin C [Source:MGI Symbol;Acc:MGI:101922]";748,3782419;925,2969088;925,2969088;748,3782419;836,8375753
ENSMUSG00000021186;0,523244509;0,000274576;0,022791548;6911;Fbln5;23876;"fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091]";202,4728097;290,9906282;290,9906282;202,4728097;246,731719
ENSMUSG00000064345;-0,093405822;0,000293199;0,024186206;1038;mt-Nd2;17717;"mitochondrially encoded NADH dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:102500]";2856,259477;2677,193145;2677,193145;2856,259477;2766,726311
ENSMUSG00000025278;-0,188026639;0,000296021;0,024268231;9198;Flnb;286940;"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]";1053,133596;924,4465563;924,4465563;1053,133596;988,7900761
ENSMUSG00000033420;0,582095179;0,000321814;0,026220925;9537;Antxr1;69538;"anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788]";153,6330443;229,9920083;229,9920083;153,6330443;191,8125263
ENSMUSG00000041936;0,549600782;0,000330149;0,026736056;9285;Agrn;11603;"agrin [Source:MGI Symbol;Acc:MGI:87961]";175,4525234;256,8064573;256,8064573;175,4525234;216,1294904
ENSMUSG00000029761;0,230573541;0,000336919;0,027118882;12041;Cald1;109624;"caldesmon 1 [Source:MGI Symbol;Acc:MGI:88250]";1461,486641;1714,764177;1714,764177;1461,486641;1588,125409
ENSMUSG00000023169;-0,738807369;0,000341325;0,027308088;17236;Slc38a1;105727;"solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]";111,7276886;66,95108744;66,95108744;111,7276886;89,33938804
ENSMUSG00000047250;-0,528403483;0,000350627;0,027742281;3884;Ptgs1;19224;"prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797]";192,967886;133,7887946;133,7887946;192,967886;163,3783403
ENSMUSG00000005802;-0,391025556;0,000351228;0,027742281;5482;Slc30a4;22785;"solute carrier family 30 (zinc transporter), member 4 [Source:MGI Symbol;Acc:MGI:1345282]";317,4285857;242,0670139;242,0670139;317,4285857;279,7477998
ENSMUSG00000052957;0,37136288;0,000353019;0,027742281;2961;Gas1;14451;"growth arrest specific 1 [Source:MGI Symbol;Acc:MGI:95655]";443,5033291;573,7044919;573,7044919;443,5033291;508,6039105
ENSMUSG00000022894;0,680552159;0,00037036;0,028804402;10791;Adamts5;23794;"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]";103,7770291;166,3289505;166,3289505;103,7770291;135,0529898
ENSMUSG00000020950;0,506490058;0,000370872;0,028804402;4202;Foxg1;15228;"forkhead box G1 [Source:MGI Symbol;Acc:MGI:1347464]";209,4669989;297,5666876;297,5666876;209,4669989;253,5168432
ENSMUSG00000001507;-0,362588072;0,000375306;0,028979294;5710;Itga3;16400;"integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]";355,9862953;276,8747765;276,8747765;355,9862953;316,4305359
ENSMUSG00000040033;0,846034638;0,000387027;0,029711572;5926;Stat2;20847;"signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]";61,21410014;110,0356145;110,0356145;61,21410014;85,62485732
ENSMUSG00000074743;1,206757036;0,000418669;0,031956032;3723;Thbd;21824;"thrombomodulin [Source:MGI Symbol;Acc:MGI:98736]";25,34646334;58,50425253;58,50425253;25,34646334;41,92535794
ENSMUSG00000046879;0,700450875;0,000430054;0,032637439;5810;Irgm1;15944;"immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567]";94,75034055;153,9704941;153,9704941;94,75034055;124,3604173
ENSMUSG00000025980;-0,293762792;0,000457083;0,034491575;2642;Hspd1;15510;"heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]";487,5607429;397,738213;397,738213;487,5607429;442,6494779
ENSMUSG00000013236;0,328040185;0,000462853;0,034729644;14990;Ptprs;19280;"protein tyrosine phosphatase, receptor type, S [Source:MGI Symbol;Acc:MGI:97815]";575,7951295;722,7996316;722,7996316;575,7951295;649,2973805
ENSMUSG00000033060;0,63479473;0,00047003;0,034927;11951;Lmo7;380928;"LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]";118,1838633;183,5060712;183,5060712;118,1838633;150,8449672
ENSMUSG00000021806;0,492485981;0,000471752;0,034927;5174;Nid2;18074;"nidogen 2 [Source:MGI Symbol;Acc:MGI:1298229]";215,9829529;303,8592961;303,8592961;215,9829529;259,9211245
ENSMUSG00000040254;1,616547978;0,000475956;0,034927;8595;Sema3d;108151;"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]";11,77654075;36,1116365;36,1116365;11,77654075;23,94408862
ENSMUSG00000060594;-1,324729519;0,000476002;0,034927;2409;Layn;244864;"layilin [Source:MGI Symbol;Acc:MGI:2685357]";42,74226719;17,06374032;17,06374032;42,74226719;29,90300376
ENSMUSG00000024661;0,211220198;0,000504136;0,036788087;3469;Fth1;14319;"ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]";1730,135241;2002,920297;2002,920297;1730,135241;1866,527769
ENSMUSG00000021701;-0,444140101;0,000617118;0,044506705;4491;Plk2;20620;"polo like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790]";236,0090502;173,4719116;173,4719116;236,0090502;204,7404809
ENSMUSG00000061353;0,648511276;0,000617141;0,044506705;8176;Cxcl12;20315;"chemokine (C-X-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:103556]";107,6626898;168,7666277;168,7666277;107,6626898;138,2146588
ENSMUSG00000025261;-0,19675438;0,000619964;0,044506705;23507;Huwe1;59026;"HECT, UBA and WWE domain containing 1 [Source:MGI Symbol;Acc:MGI:1926884]";878,6375429;766,6211308;766,6211308;878,6375429;822,6293369
ENSMUSG00000020695;0,421857428;0,000712399;0,050867596;6674;Mrc2;17534;"mannose receptor, C type 2 [Source:MGI Symbol;Acc:MGI:107818]";292,9190339;392,4093373;392,4093373;292,9190339;342,6641856
ENSMUSG00000031608;-0,652988193;0,000749593;0,053237136;5253;Galnt7;108150;"polypeptide N-acetylgalactosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:1349449]";121,0532742;76,98524704;76,98524704;121,0532742;99,01926062
ENSMUSG00000060261;-0,342511688;0,000791218;0,05575732;10199;Gtf2i;14886;"general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722]";347,9758564;274,4370993;274,4370993;347,9758564;311,2064779
ENSMUSG00000032076;-0,272420272;0,000793474;0,05575732;10440;Cadm1;54725;"cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1889272]";504,7772086;417,9199125;417,9199125;504,7772086;461,3485605
ENSMUSG00000045827;-0,536963231;0,000816416;0,057067502;3494;Serpinb9;20723;"serine (or cysteine) peptidase inhibitor, clade B, member 9 [Source:MGI Symbol;Acc:MGI:106603]";164,7520117;113,5504049;113,5504049;164,7520117;139,1512083
ENSMUSG00000037736;-1,972927133;0,000854173;0,059394123;10263;Limch1;77569;"LIM and calponin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924819]";22,4770524;5,725706886;5,725706886;22,4770524;14,10137964
ENSMUSG00000034330;-0,955286882;0,000860598;0,059529181;4298;Plcg2;234779;"phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]";64,08351109;33,05036747;33,05036747;64,08351109;48,56693928
ENSMUSG00000021190;0,473627671;0,000890372;0,061269606;2323;Lgmn;19141;"legumain [Source:MGI Symbol;Acc:MGI:1330838]";214,1297917;297,3399269;297,3399269;214,1297917;255,7348593
ENSMUSG00000036273;-0,458859584;0,001125457;0,077047374;11834;Lrrk2;66725;"leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]";202,353251;147,2243642;147,2243642;202,353251;174,7888076
ENSMUSG00000034135;-0,57061551;0,001168525;0,07958557;9318;Sik3;70661;"SIK family kinase 3 [Source:MGI Symbol;Acc:MGI:2446296]";140,1826805;94,38912836;94,38912836;140,1826805;117,2859044
ENSMUSG00000024079;0,501105469;0,001214351;0,082284644;5113;Eif2ak2;19106;"eukaryotic translation initiation factor 2-alpha kinase 2 [Source:MGI Symbol;Acc:MGI:1353449]";177,4850228;251,1941308;251,1941308;177,4850228;214,3395768
ENSMUSG00000026576;-0,286290081;0,001233389;0,083150427;3081;Atp1b1;11931;"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:MGI Symbol;Acc:MGI:88108]";432,0854647;354,3135449;354,3135449;432,0854647;393,1995048
ENSMUSG00000027806;0,42168378;0,001309935;0,087864913;11244;Tsc22d2;72033;"TSC22 domain family, member 2 [Source:MGI Symbol;Acc:MGI:1919283]";264,3444832;354,0867842;354,0867842;264,3444832;309,2156337
ENSMUSG00000044006;1,501217235;0,001349612;0,090071346;4314;Cilp2;68709;"cartilage intermediate layer protein 2 [Source:MGI Symbol;Acc:MGI:1915959]";12,01565833;34,01410031;34,01410031;12,01565833;23,01487932
ENSMUSG00000069793;0,413920354;0,001399172;0,092911999;5965;Slfn9;237886;"schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121]";273,1320542;363,8941832;363,8941832;273,1320542;318,5131187
ENSMUSG00000017754;1,093737041;0,001414445;0,093314497;2562;Pltp;18830;"phospholipid transfer protein [Source:MGI Symbol;Acc:MGI:103151]";26,48227184;56,52009668;56,52009668;26,48227184;41,50118426
ENSMUSG00000047735;0,807518534;0,001419475;0,093314497;5427;Samd9l;209086;"sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184]";55,35571946;96,88349572;96,88349572;55,35571946;76,11960759
ENSMUSG00000041449;0,99249188;0,001433003;0,093314497;1434;Serpina3h;;"serine (or cysteine) peptidase inhibitor, clade A, member 3H [Source:MGI Symbol;Acc:MGI:2182839]";33,53624041;66,72432678;66,72432678;33,53624041;50,13028359
ENSMUSG00000017466;0,229023861;0,001433338;0,093314497;3896;Timp2;21858;"tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol;Acc:MGI:98753]";1176,279149;1378,648176;1378,648176;1176,279149;1277,463662
ENSMUSG00000020241;0,410074817;0,001447171;0,09375549;8326;Col6a2;12834;"collagen, type VI, alpha 2 [Source:MGI Symbol;Acc:MGI:88460]";277,6155088;368,8829179;368,8829179;277,6155088;323,2492134
ENSMUSG00000003032;0,824919863;0,001499386;0,096411771;3049;Klf4;16600;"Kruppel-like factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287]";52,06785276;92,23490201;92,23490201;52,06785276;72,15137738
ENSMUSG00000028273;0,444927539;0,001502691;0,096411771;8877;Pdlim5;56376;"PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]";226,8030234;308,7346505;308,7346505;226,8030234;267,7688369
ENSMUSG00000001300;-0,40707774;0,001517176;0,096873172;6855;Efnb2;13642;"ephrin B2 [Source:MGI Symbol;Acc:MGI:105097]";233,856992;176,3631101;176,3631101;233,856992;205,110051
ENSMUSG00000054889;-1,988833619;0,001558226;0,099018166;9659;Dsp;109620;"desmoplakin [Source:MGI Symbol;Acc:MGI:109611]";20,02609721;5,045424879;5,045424879;20,02609721;12,53576105
ENSMUSG00000039323;0,772718799;0,001591045;0,100622231;1847;Igfbp2;16008;"insulin-like growth factor binding protein 2 [Source:MGI Symbol;Acc:MGI:96437]";60,25762983;102,9493436;102,9493436;60,25762983;81,60348672
ENSMUSG00000040249;0,209593096;0,001731343;0,108901041;17717;Lrp1;16971;"low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]";1432,792531;1656,826826;1656,826826;1432,792531;1544,809679
ENSMUSG00000034320;0,850220325;0,00173835;0,108901041;12370;Slc26a2;13521;"solute carrier family 26 (sulfate transporter), member 2 [Source:MGI Symbol;Acc:MGI:892977]";47,106163;84,92187044;84,92187044;47,106163;66,01401672
ENSMUSG00000045962;-0,199179704;0,001785749;0,111345238;22825;Wnk1;232341;"WNK lysine deficient protein kinase 1 [Source:MGI Symbol;Acc:MGI:2442092]";718,1896476;625,5759949;625,5759949;718,1896476;671,8828212
ENSMUSG00000020089;-0,359936005;0,001833474;0,113657029;2902;Ppa1;67895;"pyrophosphatase (inorganic) 1 [Source:MGI Symbol;Acc:MGI:97831]";276,5394797;215,4793255;215,4793255;276,5394797;246,0094026
ENSMUSG00000031906;-1,281328598;0,001839941;0,113657029;5232;Smpd3;58994;"sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]";35,68829862;14,6827533;14,6827533;35,68829862;25,18552596
ENSMUSG00000027820;0,799225945;0,001858507;0,114272354;11542;Mme;17380;"membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]";53,98079339;93,93560702;93,93560702;53,98079339;73,95820021
ENSMUSG00000052516;3,479843584;0,001933778;0,118352547;16983;Robo2;268902;"roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110]";1,016249709;11,33803344;11,33803344;1,016249709;6,177141573
ENSMUSG00000028024;0,597486627;0,001958301;0,119303659;4706;Enpep;13809;"glutamyl aminopeptidase [Source:MGI Symbol;Acc:MGI:106645]";107,0051165;161,9071175;161,9071175;107,0051165;134,456117
ENSMUSG00000003949;0,449062931;0,002007294;0,121729998;6681;Hlf;217082;"hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108]";210,1245723;286,852246;286,852246;210,1245723;248,4884091
ENSMUSG00000025153;-0,32955571;0,002022085;0,12206957;10947;Fasn;14104;"fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]";313,6624838;249,6068061;249,6068061;313,6624838;281,634645
